sample_index,time_ms,category,mechanism,selected_leads,voting_leads,vote_count,reference_lead,local_raw_amplitude_lsb,local_energy,waveform_snippet_len,record_id
661,2644.0,t_wave_misdetection,Peaked T-wave/ST segment 272ms post-QRS exceeding detection threshold,III+aVF+I,III+aVF,2,III,68,3,160,data/103
812,3248.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,III+aVF+I,III+aVF,2,III,-55,3,160,data/103
940,3760.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,III+aVF+I,III+aVF,2,III,39,8,160,data/103
1002,4008.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,III+aVF+II,III+aVF,2,III,68,5,160,data/103
1163,4652.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,III+aVF+II,III+aVF+II,3,III,73,4,160,data/103
1661,6644.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (532ms from last QRS),III+aVF+II,III+aVF+II,3,III,89,6,160,data/103
1822,7288.0,t_wave_misdetection,Peaked T-wave/ST segment 288ms post-QRS exceeding detection threshold,III+aVF+II,III+aVF+II,3,III,76,4,160,data/103
1976,7904.0,t_wave_misdetection,Peaked T-wave/ST segment 260ms post-QRS exceeding detection threshold,III+aVF+II,III+aVF,2,III,2,2,160,data/103
2024,8096.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (452ms from last QRS),III+aVF+II,III+II,2,III,-52,14,160,data/103
2075,8300.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (656ms from last QRS),III+aVF+II,III+aVF,2,III,-65,28,160,data/103
2234,8936.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (404ms from last QRS),III+aVF+II,III+aVF,2,III,-71,13,160,data/103
2399,9596.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (424ms from last QRS),III+aVF+II,III+aVF,2,III,-69,8,160,data/103
2454,9816.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (644ms from last QRS),III+aVF+II,aVF+II,2,III,-17,20,126,data/103
8,32.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVR+aVL,I+aVR+aVL,3,I,20,2,88,data/104
148,592.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVR+aVL,I+aVR+aVL,3,I,66,11,160,data/104
661,2644.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,V1+V2+V3,V2+V3,2,V1,42,12,160,data/104
1126,4504.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,V1+V2+V6,V1+V2,2,V1,42,13,160,data/104
1358,5432.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,V1+V2+V6,V1+V2+V6,3,V1,34,13,160,data/104
1584,6336.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,I+V2+V3,I+V2+V3,3,I,-15,3,160,data/104
1815,7260.0,t_wave_misdetection,Peaked T-wave/ST segment 276ms post-QRS exceeding detection threshold,I+V2+V3,I+V2+V3,3,I,-19,3,160,data/104
2042,8168.0,t_wave_misdetection,Peaked T-wave/ST segment 256ms post-QRS exceeding detection threshold,V4+V6+I,V6+I,2,V4,14,12,160,data/104
2440,9760.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (940ms from last QRS),V4+V6+I,V4+V6+I,3,V4,124,15,140,data/104
32,128.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,76,7,112,data/105
871,3484.0,t_wave_misdetection,Peaked T-wave/ST segment 232ms post-QRS exceeding detection threshold,aVF+V2+I,aVF+V2,2,aVF,-42,19,160,data/105
2328,9312.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (932ms from last QRS),aVL+I+II,aVL+I+II,3,aVL,38,0,160,data/105
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V2+I+II,V2+I+II,3,V2,-50,0,160,data/106
2397,9588.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (716ms from last QRS),I+II+III,I+II+III,3,I,122,3,160,data/106
99,396.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,91,3,160,data/107
2306,9224.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,117,2,160,data/107
107,428.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V6+I+II,V6+I+II,3,V6,78,5,160,data/108
2313,9252.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (756ms from last QRS),I+II+III,I+II+III,3,I,97,4,160,data/108
34,136.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,157,6,114,data/109
1004,4016.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,I+II+III,I+II+III,3,I,163,15,160,data/109
2494,9976.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (384ms from last QRS),II+III+aVR,II+III+aVR,3,II,-142,65,86,data/109
66,264.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V5+I+III,V5+I+III,3,V5,-60,2,146,data/110
979,3916.0,t_wave_misdetection,Peaked T-wave/ST segment 232ms post-QRS exceeding detection threshold,V5+I+aVL,V5+I+aVL,3,V5,-78,16,160,data/110
1373,5492.0,t_wave_misdetection,Peaked T-wave/ST segment 228ms post-QRS exceeding detection threshold,V4+V5+I,V4+V5,2,V4,20,6,160,data/110
1502,6008.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,III+aVF+I,III+aVF+I,3,III,-20,1,160,data/110
2476,9904.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (732ms from last QRS),V5+I+II,V5+I+II,3,V5,-50,1,104,data/110
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVR+II+I,aVR+II+I,3,aVR,24,1,84,data/111
212,848.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,aVR+II+I,aVR+II+I,3,aVR,49,1,160,data/111
300,1200.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,aVR+II+I,aVR+II,2,aVR,-29,1,160,data/111
551,2204.0,t_wave_misdetection,Peaked T-wave/ST segment 368ms post-QRS exceeding detection threshold,aVR+II+III,aVR+II+III,3,aVR,-42,1,160,data/111
795,3180.0,t_wave_misdetection,Peaked T-wave/ST segment 336ms post-QRS exceeding detection threshold,aVR+II+III,aVR+II+III,3,aVR,-64,1,160,data/111
1049,4196.0,t_wave_misdetection,Peaked T-wave/ST segment 348ms post-QRS exceeding detection threshold,aVR+II+aVF,aVR+II+aVF,3,aVR,-32,4,160,data/111
1132,4528.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (680ms from last QRS),aVR+II+aVF,aVR+II,2,aVR,23,1,160,data/111
1299,5196.0,t_wave_misdetection,Peaked T-wave/ST segment 356ms post-QRS exceeding detection threshold,aVR+II+aVF,aVR+II+aVF,3,aVR,-65,1,160,data/111
1553,6212.0,t_wave_misdetection,Peaked T-wave/ST segment 368ms post-QRS exceeding detection threshold,aVR+II+V3,aVR+II+V3,3,aVR,-72,1,160,data/111
1805,7220.0,t_wave_misdetection,Peaked T-wave/ST segment 372ms post-QRS exceeding detection threshold,aVR+II+V3,aVR+II+V3,3,aVR,-66,1,160,data/111
2049,8196.0,t_wave_misdetection,Peaked T-wave/ST segment 356ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR+aVF,3,II,53,2,160,data/111
2233,8932.0,duplicate_refractory,Duplicate trigger only 88ms after R-peak at sample 2211,II+aVR+aVF,II+aVR+aVF,3,II,-102,15,160,data/111
2299,9196.0,t_wave_misdetection,Peaked T-wave/ST segment 352ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR,2,II,28,3,160,data/111
2478,9912.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1068ms from last QRS),II+aVR+aVF,II+aVR+aVF,3,II,-127,13,102,data/111
37,148.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,140,3,117,data/112
2476,9904.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (996ms from last QRS),I+II+III,I+II+III,3,I,131,12,104,data/112
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V3+I,aVL+V3,2,aVL,39,2,82,data/113
180,720.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V3+I,aVL+V3+I,3,aVL,25,11,160,data/113
2443,9772.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,89,11,137,data/113
51,204.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,166,7,131,data/114
2358,9432.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (660ms from last QRS),I+II+III,I+II+III,3,I,159,6,160,data/114
6,24.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+aVF+V1,II+aVF+V1,3,II,-46,5,86,data/115
196,784.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+aVF+V1,II+aVF+V1,3,II,47,15,160,data/115
2366,9464.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1092ms from last QRS),V3+I+II,V3+I+II,3,V3,-28,1,160,data/115
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V4+V1+V2,V4+V1+V2,3,V4,-76,0,81,data/116
212,848.0,t_wave_misdetection,Peaked T-wave/ST segment 252ms post-QRS exceeding detection threshold,V4+V1+V2,V4+V1+V2,3,V4,43,6,160,data/116
378,1512.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,V4+V1+V2,V4+V1+V2,3,V4,59,4,160,data/116
543,2172.0,t_wave_misdetection,Peaked T-wave/ST segment 260ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,46,7,160,data/116
708,2832.0,t_wave_misdetection,Peaked T-wave/ST segment 252ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,56,7,160,data/116
876,3504.0,t_wave_misdetection,Peaked T-wave/ST segment 260ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,67,7,160,data/116
1043,4172.0,t_wave_misdetection,Peaked T-wave/ST segment 272ms post-QRS exceeding detection threshold,V2+V3+V4,V2+V3+V4,3,V2,56,13,160,data/116
1209,4836.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,V2+V3+V4,V2+V3+V4,3,V2,50,11,160,data/116
1373,5492.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V2+V3+V4,V2+V3+V4,3,V2,52,10,160,data/116
1538,6152.0,t_wave_misdetection,Peaked T-wave/ST segment 260ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,35,7,160,data/116
1707,6828.0,t_wave_misdetection,Peaked T-wave/ST segment 248ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,40,7,160,data/116
1875,7500.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,V1+V2+V3,V1+V2+V3,3,V1,41,7,160,data/116
2044,8176.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V2+V3+V4,V2+V3+V4,3,V2,61,13,160,data/116
2212,8848.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,V2+V3+V4,V2+V3+V4,3,V2,62,11,160,data/116
2314,9256.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (676ms from last QRS),V2+V3+V4,V2+V3+V4,3,V2,-110,2,160,data/116
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (928ms from last QRS),V2+V3+V4,V2+V3+V4,3,V2,61,10,160,data/116
2481,9924.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1344ms from last QRS),V2+V3+V4,V2+V3+V4,3,V2,-114,2,99,data/116
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,38,4,160,data/117
2382,9528.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (680ms from last QRS),I+II+III,I+II+III,3,I,-6,2,160,data/117
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,138,0,81,data/118
228,912.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,145,8,160,data/118
2282,9128.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,149,9,160,data/118
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V5,V1+V2+V5,3,V1,44,5,83,data/119
80,320.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V5,V1+V2+V5,3,V1,-82,1,160,data/119
2329,9316.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,113,2,160,data/119
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V3,V1+V2+V3,3,V1,-39,2,82,data/120
161,644.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V3,V1+V2+V3,3,V1,-21,0,160,data/120
2496,9984.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1120ms from last QRS),III+V1+I,III+V1,2,III,168,7,84,data/120
12,48.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+I+II,V1+I+II,3,V1,-44,2,92,data/121
688,2752.0,t_wave_misdetection,Peaked T-wave/ST segment 236ms post-QRS exceeding detection threshold,V1+II+V2,V1+II,2,V1,27,2,160,data/121
846,3384.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,V1+II+V2,V1+V2,2,V1,24,2,160,data/121
1014,4056.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,V1+V2+II,V1+V2,2,V1,-9,1,160,data/121
1158,4632.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,V1+V2+II,V1+V2,2,V1,44,6,160,data/121
1323,5292.0,t_wave_misdetection,Peaked T-wave/ST segment 280ms post-QRS exceeding detection threshold,V1+V2+II,V1+V2,2,V1,-35,2,160,data/121
1470,5880.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,V1+V2+II,V1+V2,2,V1,51,3,160,data/121
1624,6496.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,V1+V2+V4,V1+V2+V4,3,V1,9,2,160,data/121
1786,7144.0,t_wave_misdetection,Peaked T-wave/ST segment 280ms post-QRS exceeding detection threshold,V1+V2+V4,V1+V2,2,V1,44,1,160,data/121
1925,7700.0,t_wave_misdetection,Peaked T-wave/ST segment 220ms post-QRS exceeding detection threshold,V1+V2+V4,V1+V4,2,V1,34,2,160,data/121
2241,8964.0,t_wave_misdetection,Peaked T-wave/ST segment 252ms post-QRS exceeding detection threshold,V1+V2+II,V1+V2,2,V1,31,2,160,data/121
2391,9564.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,V1+V2+II,V1+V2+II,3,V1,82,2,160,data/121
2489,9956.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (632ms from last QRS),V1+V2+II,V2+II,2,V1,-116,1,91,data/121
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,135,0,81,data/122
241,964.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,72,5,160,data/122
2497,9988.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),III+aVL+I,III+aVL,2,III,152,2,83,data/122
42,168.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,115,7,122,data/123
2314,9256.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (924ms from last QRS),I+II+III,I+II+III,3,I,128,8,160,data/123
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,130,0,81,data/124
261,1044.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,158,6,160,data/124
2394,9576.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1092ms from last QRS),I+II+III,I+II+III,3,I,155,12,160,data/124
26,104.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,74,10,106,data/125
1165,4660.0,t_wave_misdetection,Peaked T-wave/ST segment 308ms post-QRS exceeding detection threshold,III+aVL+aVF,III+aVL+aVF,3,III,60,11,160,data/125
1666,6664.0,t_wave_misdetection,Peaked T-wave/ST segment 224ms post-QRS exceeding detection threshold,I+III+aVL,I+aVL,2,I,-16,11,160,data/125
2215,8860.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1220ms from last QRS),I+II+III,I+II+III,3,I,83,9,160,data/125
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+I,V1+V2,2,V1,-30,3,84,data/126
131,524.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+I,V1+V2+I,3,V1,-60,3,160,data/126
1000,4000.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,I+II+aVR,I+II+aVR,3,I,146,8,160,data/126
1700,6800.0,t_wave_misdetection,Peaked T-wave/ST segment 220ms post-QRS exceeding detection threshold,aVL+III+I,aVL+III,2,aVL,-9,4,160,data/126
2294,9176.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (880ms from last QRS),II+III+aVF,II+III+aVF,3,II,-22,0,160,data/126
2497,9988.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1692ms from last QRS),II+III+aVF,II+III+aVF,3,II,-144,1,83,data/126
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVR+aVL,I+aVR+aVL,3,I,-48,8,84,data/127
308,1232.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+aVR+aVL,I+aVR+aVL,3,I,127,1,160,data/127
1874,7496.0,t_wave_misdetection,Peaked T-wave/ST segment 220ms post-QRS exceeding detection threshold,II+V5+V6,II+V5+V6,3,II,-5,2,160,data/127
2183,8732.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1456ms from last QRS),II+III+aVL,II+III+aVL,3,II,51,1,160,data/127
2497,9988.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (2712ms from last QRS),II+III+aVL,II+III+aVL,3,II,148,2,83,data/127
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V3+V5,V1+V3+V5,3,V1,49,0,81,data/128
91,364.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V3+V5,V1+V3+V5,3,V1,-66,2,160,data/128
2337,9348.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1112ms from last QRS),III+I+II,III+I+II,3,III,34,0,160,data/128
33,132.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+I+II,I+II,2,aVF,34,2,113,data/129
2293,9172.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1216ms from last QRS),aVF+V6+I,aVF+V6+I,3,aVF,21,0,160,data/129
2497,9988.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (2032ms from last QRS),aVF+V6+I,aVF+V6,2,aVF,136,1,83,data/129
238,952.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,aVF+III+V1,aVF+III+V1,3,aVF,18,0,160,data/130
474,1896.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,aVF+III+V1,aVF+III,2,aVF,-12,1,160,data/130
1550,6200.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1012ms from last QRS),aVF+III+I,aVF+III+I,3,aVF,-11,0,160,data/130
1646,6584.0,t_wave_misdetection,Peaked T-wave/ST segment 336ms post-QRS exceeding detection threshold,aVF+III+I,aVF+III,2,aVF,13,0,160,data/130
1814,7256.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),aVF+III+I,aVF+III+I,3,aVF,-6,0,160,data/130
2328,9312.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (936ms from last QRS),aVF+III+I,aVF+III,2,aVF,-23,0,160,data/130
2497,9988.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1612ms from last QRS),aVF+III+I,aVF+III,2,aVF,140,1,83,data/130
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V3,V1+V2+V3,3,V1,28,1,82,data/131
224,896.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V1+V2+V3,V1+V2+V3,3,V1,-68,10,160,data/131
2287,9148.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,168,6,160,data/131
127,508.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+I+II,aVF+I+II,3,aVF,52,2,160,data/132
2434,9736.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1072ms from last QRS),aVF+I+II,aVF+I+II,3,aVF,52,1,146,data/132
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V2+V3,aVL+V2+V3,3,aVL,14,1,84,data/133
87,348.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V2+V3,aVL+V2+V3,3,aVL,-31,1,160,data/133
2491,9964.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1304ms from last QRS),I+II+III,I+II+III,3,I,54,9,89,data/133
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V2+V3,V1+V2+V3,3,V1,65,0,81,data/134
191,764.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V1+V2+V3,V1+V2+V3,3,V1,-84,8,160,data/134
2279,9116.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1176ms from last QRS),I+II+III,I+II+III,3,I,135,5,160,data/134
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,83,6,82,data/135
214,856.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,93,5,160,data/135
2398,9592.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (828ms from last QRS),I+II+III,I+II+III,3,I,114,5,160,data/135
14,56.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,18,22,94,data/136
2430,9720.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (704ms from last QRS),I+II+III,I+II+III,3,I,32,4,150,data/136
160,640.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+I+II,V1+I+II,3,V1,-108,1,160,data/137
2490,9960.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (928ms from last QRS),I+II+III,I+II+III,3,I,87,5,90,data/137
136,544.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,140,7,160,data/138
2361,9444.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1048ms from last QRS),I+II+III,I+II+III,3,I,122,7,160,data/138
109,436.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,135,6,160,data/139
2346,9384.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (788ms from last QRS),III+aVF+I,III+aVF+I,3,III,-125,17,160,data/139
124,496.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,120,3,160,data/140
2427,9708.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (740ms from last QRS),I+II+III,I+II+III,3,I,50,3,153,data/140
2,8.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+V2+I,aVF+V2,2,aVF,-49,2,82,data/141
110,440.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+V2+I,aVF+V2+I,3,aVF,-66,7,160,data/141
2306,9224.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (984ms from last QRS),aVF+I+II,aVF+I+II,3,aVF,78,9,160,data/141
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V5+I,V1+V5,2,V1,-39,5,84,data/142
65,260.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+V5+I,V1+V5+I,3,V1,-140,3,145,data/142
2308,9232.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (836ms from last QRS),I+II+III,I+II+III,3,I,105,3,160,data/142
68,272.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,9,2,148,data/143
2413,9652.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (772ms from last QRS),I+II+III,I+II+III,3,I,20,2,160,data/143
86,344.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,129,10,160,data/144
2366,9464.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (856ms from last QRS),I+II+III,I+II+III,3,I,119,3,160,data/144
111,444.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,88,6,160,data/145
2391,9564.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (904ms from last QRS),I+II+III,I+II+III,3,I,68,5,160,data/145
13,52.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,16,19,93,data/146
2444,9776.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1144ms from last QRS),V5+I+II,V5+I+II,3,V5,158,4,136,data/146
64,256.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,160,12,144,data/147
2324,9296.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1016ms from last QRS),I+II+III,I+II+III,3,I,163,13,160,data/147
108,432.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,53,3,160,data/148
2476,9904.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1024ms from last QRS),I+II+III,I+II+III,3,I,24,8,104,data/148
119,476.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+I+II,III+I+II,3,III,-15,2,160,data/149
1000,4000.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,II+III+aVR,II+III+aVR,3,II,144,10,160,data/149
2309,9236.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (892ms from last QRS),I+II+III,I+II+III,3,I,116,13,160,data/149
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+aVF,III+aVL+aVF,3,III,-73,0,81,data/150
